,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-04-10 18:30:00,7577.7998046875,7678.7998046875,7516.85009765625,7671.39990234375,179800.0,0.0,0.0
2016-04-11 18:30:00,7669.25,7717.39990234375,7663.35009765625,7708.9501953125,163400.0,0.0,0.0
2016-04-12 18:30:00,7777.14990234375,7864.7998046875,7772.2001953125,7850.4501953125,220400.0,0.0,0.0
2016-04-17 18:30:00,7908.14990234375,7920.60009765625,7842.75,7914.7001953125,184600.0,0.0,0.0
2016-04-19 18:30:00,7950.0498046875,7950.39990234375,7877.5498046875,7914.75,205300.0,0.0,0.0
2016-04-20 18:30:00,7953.64990234375,7978.4501953125,7884.10009765625,7912.0498046875,223700.0,0.0,0.0
2016-04-21 18:30:00,7891.7998046875,7923.35009765625,7873.35009765625,7899.2998046875,183300.0,0.0,0.0
2016-04-24 18:30:00,7894.7998046875,7911.0,7827.0,7855.0498046875,146300.0,0.0,0.0
2016-04-25 18:30:00,7828.14990234375,7974.5,7822.5498046875,7962.64990234375,202400.0,0.0,0.0
2016-04-26 18:30:00,7942.0,7991.0,7940.5498046875,7979.89990234375,206800.0,0.0,0.0
2016-04-27 18:30:00,7967.39990234375,7992.0,7834.4501953125,7847.25,292500.0,0.0,0.0
2016-04-28 18:30:00,7844.25,7889.0498046875,7788.7001953125,7849.7998046875,243700.0,0.0,0.0
2016-05-01 18:30:00,7822.7001953125,7829.7998046875,7777.2998046875,7805.89990234375,146300.0,0.0,0.0
2016-05-02 18:30:00,7824.7998046875,7890.25,7735.14990234375,7747.0,186500.0,0.0,0.0
2016-05-03 18:30:00,7724.14990234375,7749.0,7697.25,7706.5498046875,199700.0,0.0,0.0
2016-05-04 18:30:00,7731.0,7777.5498046875,7706.85009765625,7735.5,185100.0,0.0,0.0
2016-05-05 18:30:00,7717.64990234375,7738.89990234375,7678.35009765625,7733.4501953125,163600.0,0.0,0.0
2016-05-08 18:30:00,7755.25,7873.64990234375,7753.5498046875,7866.0498046875,160600.0,0.0,0.0
2016-05-09 18:30:00,7873.5498046875,7896.89990234375,7837.7001953125,7887.7998046875,162000.0,0.0,0.0
2016-05-10 18:30:00,7804.64990234375,7893.10009765625,7780.89990234375,7848.85009765625,214100.0,0.0,0.0
2016-05-11 18:30:00,7871.4501953125,7916.0498046875,7849.64990234375,7900.39990234375,152700.0,0.0,0.0
2016-05-12 18:30:00,7881.0,7881.0,7784.2001953125,7814.89990234375,179500.0,0.0,0.0
2016-05-15 18:30:00,7831.2001953125,7873.89990234375,7772.14990234375,7860.75,205200.0,0.0,0.0
2016-05-16 18:30:00,7896.85009765625,7940.10009765625,7879.7001953125,7890.75,183400.0,0.0,0.0
2016-05-17 18:30:00,7846.75,7882.0498046875,7810.75,7870.14990234375,156400.0,0.0,0.0
2016-05-18 18:30:00,7875.5,7876.2001953125,7766.7998046875,7783.39990234375,170400.0,0.0,0.0
2016-05-19 18:30:00,7792.2001953125,7812.39990234375,7735.75,7749.7001953125,157000.0,0.0,0.0
2016-05-22 18:30:00,7813.9501953125,7820.60009765625,7722.2001953125,7731.0498046875,172000.0,0.0,0.0
2016-05-23 18:30:00,7738.0498046875,7761.5498046875,7715.7998046875,7748.85009765625,147000.0,0.0,0.0
2016-05-24 18:30:00,7811.7998046875,7941.2001953125,7809.2998046875,7934.89990234375,176200.0,0.0,0.0
2016-05-25 18:30:00,7974.4501953125,8083.0,7948.5,8069.64990234375,264300.0,0.0,0.0
2016-05-26 18:30:00,8081.9501953125,8164.2001953125,8077.0498046875,8156.64990234375,260900.0,0.0,0.0
2016-05-29 18:30:00,8166.5,8200.0,8150.7998046875,8178.5,247400.0,0.0,0.0
2016-05-30 18:30:00,8209.849609375,8213.599609375,8134.2998046875,8160.10009765625,471000.0,0.0,0.0
2016-05-31 18:30:00,8179.2001953125,8215.349609375,8171.0498046875,8179.9501953125,194400.0,0.0,0.0
2016-06-01 18:30:00,8156.89990234375,8229.5,8154.75,8218.9501953125,181700.0,0.0,0.0
2016-06-02 18:30:00,8246.2001953125,8262.0,8209.849609375,8220.7998046875,379000.0,0.0,0.0
2016-06-05 18:30:00,8228.75,8234.7001953125,8186.0498046875,8201.0498046875,171600.0,0.0,0.0
2016-06-06 18:30:00,8235.5498046875,8294.9501953125,8216.400390625,8266.4501953125,241900.0,0.0,0.0
2016-06-07 18:30:00,8285.5,8288.900390625,8252.0498046875,8273.0498046875,174300.0,0.0,0.0
2016-06-08 18:30:00,8273.349609375,8273.349609375,8184.60009765625,8203.599609375,174900.0,0.0,0.0
2016-06-09 18:30:00,8180.25,8265.599609375,8162.85009765625,8170.0498046875,182200.0,0.0,0.0
2016-06-12 18:30:00,8102.25,8125.25,8063.89990234375,8110.60009765625,169700.0,0.0,0.0
2016-06-13 18:30:00,8134.39990234375,8134.9501953125,8069.5,8108.85009765625,145500.0,0.0,0.0
2016-06-14 18:30:00,8139.39990234375,8213.2001953125,8123.14990234375,8206.599609375,169800.0,0.0,0.0
2016-06-15 18:30:00,8180.64990234375,8180.64990234375,8074.4501953125,8140.75,189200.0,0.0,0.0
2016-06-16 18:30:00,8176.64990234375,8195.25,8135.7998046875,8170.2001953125,166600.0,0.0,0.0
2016-06-19 18:30:00,8115.75,8244.150390625,8107.35009765625,8238.5,168600.0,0.0,0.0
2016-06-20 18:30:00,8255.400390625,8257.25,8202.150390625,8219.900390625,137000.0,0.0,0.0
2016-06-21 18:30:00,8213.650390625,8238.349609375,8153.25,8203.7001953125,136100.0,0.0,0.0
2016-06-22 18:30:00,8201.150390625,8285.599609375,8188.2998046875,8270.4501953125,154100.0,0.0,0.0
2016-06-23 18:30:00,8029.10009765625,8100.7001953125,7927.0498046875,8088.60009765625,297600.0,0.0,0.0
2016-06-26 18:30:00,8039.35009765625,8120.64990234375,8039.35009765625,8094.7001953125,162500.0,0.0,0.0
2016-06-27 18:30:00,8096.0498046875,8146.35009765625,8086.85009765625,8127.85009765625,170400.0,0.0,0.0
2016-06-28 18:30:00,8173.10009765625,8212.400390625,8157.64990234375,8204.0,147000.0,0.0,0.0
2016-06-29 18:30:00,8260.25,8308.150390625,8242.099609375,8287.75,279400.0,0.0,0.0
2016-06-30 18:30:00,8313.0498046875,8356.75,8308.650390625,8328.349609375,165500.0,0.0,0.0
2016-07-03 18:30:00,8376.75,8398.4501953125,8364.7001953125,8370.7001953125,154200.0,0.0,0.0
2016-07-04 18:30:00,8379.2998046875,8381.4501953125,8319.9501953125,8335.9501953125,139000.0,0.0,0.0
2016-07-06 18:30:00,8342.0,8361.9501953125,8317.7001953125,8337.900390625,155500.0,0.0,0.0
2016-07-07 18:30:00,8350.0,8353.2998046875,8287.5498046875,8323.2001953125,137900.0,0.0,0.0
2016-07-10 18:30:00,8413.349609375,8475.25,8407.0498046875,8467.900390625,149800.0,0.0,0.0
2016-07-11 18:30:00,8502.599609375,8526.599609375,8479.2001953125,8521.0498046875,183600.0,0.0,0.0
2016-07-12 18:30:00,8540.4501953125,8550.25,8493.5498046875,8519.5,195500.0,0.0,0.0
2016-07-13 18:30:00,8515.75,8571.400390625,8500.7001953125,8565.0,153900.0,0.0,0.0
2016-07-14 18:30:00,8565.4501953125,8594.7998046875,8510.0498046875,8541.400390625,221700.0,0.0,0.0
2016-07-17 18:30:00,8564.0498046875,8587.099609375,8494.349609375,8508.7001953125,164300.0,0.0,0.0
2016-07-18 18:30:00,8514.2998046875,8540.0498046875,8476.7001953125,8528.5498046875,167900.0,0.0,0.0
2016-07-19 18:30:00,8515.4501953125,8569.900390625,8512.5498046875,8565.849609375,160300.0,0.0,0.0
2016-07-20 18:30:00,8582.7001953125,8585.25,8503.4501953125,8510.099609375,150000.0,0.0,0.0
2016-07-21 18:30:00,8519.650390625,8548.9501953125,8489.7998046875,8541.2001953125,143200.0,0.0,0.0
2016-07-24 18:30:00,8519.9501953125,8641.150390625,8517.2001953125,8635.650390625,150000.0,0.0,0.0
2016-07-25 18:30:00,8633.75,8644.900390625,8577.150390625,8590.650390625,154800.0,0.0,0.0
2016-07-26 18:30:00,8599.400390625,8665.0,8572.0498046875,8615.7998046875,184100.0,0.0,0.0
2016-07-27 18:30:00,8636.9501953125,8674.7001953125,8625.25,8666.2998046875,233500.0,0.0,0.0
2016-07-28 18:30:00,8668.2998046875,8670.349609375,8631.150390625,8638.5,157000.0,0.0,0.0
2016-07-31 18:30:00,8654.2998046875,8711.2998046875,8590.5,8636.5498046875,188400.0,0.0,0.0
2016-08-01 18:30:00,8647.4501953125,8687.2001953125,8611.400390625,8622.900390625,169400.0,0.0,0.0
2016-08-02 18:30:00,8635.2001953125,8635.4501953125,8529.599609375,8544.849609375,163000.0,0.0,0.0
2016-08-03 18:30:00,8599.9501953125,8601.400390625,8518.150390625,8551.099609375,164700.0,0.0,0.0
2016-08-04 18:30:00,8600.2001953125,8689.400390625,8590.150390625,8683.150390625,157900.0,0.0,0.0
2016-08-07 18:30:00,8712.849609375,8723.5,8697.599609375,8711.349609375,172600.0,0.0,0.0
2016-08-08 18:30:00,8727.7998046875,8728.349609375,8638.2001953125,8678.25,200100.0,0.0,0.0
2016-08-09 18:30:00,8686.7001953125,8690.099609375,8564.599609375,8575.2998046875,173600.0,0.0,0.0
2016-08-10 18:30:00,8572.7998046875,8601.150390625,8540.0498046875,8592.150390625,189200.0,0.0,0.0
2016-08-15 18:30:00,8670.25,8682.349609375,8600.4501953125,8642.5498046875,224800.0,0.0,0.0
2016-08-16 18:30:00,8639.7998046875,8667.099609375,8603.599609375,8624.0498046875,174100.0,0.0,0.0
2016-08-17 18:30:00,8648.849609375,8690.7001953125,8645.0498046875,8673.25,164300.0,0.0,0.0
2016-08-18 18:30:00,8694.2998046875,8696.599609375,8647.099609375,8666.900390625,191900.0,0.0,0.0
2016-08-21 18:30:00,8667.0,8684.849609375,8614.0,8629.150390625,152300.0,0.0,0.0
2016-08-22 18:30:00,8628.349609375,8642.150390625,8580.0,8632.599609375,187500.0,0.0,0.0
2016-08-23 18:30:00,8648.5,8661.0498046875,8620.900390625,8650.2998046875,149600.0,0.0,0.0
2016-08-24 18:30:00,8668.849609375,8683.0498046875,8583.650390625,8592.2001953125,213100.0,0.0,0.0
2016-08-25 18:30:00,8614.349609375,8622.9501953125,8547.5498046875,8572.5498046875,147500.0,0.0,0.0
2016-08-28 18:30:00,8583.75,8622.0,8543.75,8607.4501953125,129700.0,0.0,0.0
2016-08-29 18:30:00,8646.75,8750.599609375,8642.25,8744.349609375,150200.0,0.0,0.0
2016-08-30 18:30:00,8754.0498046875,8819.2001953125,8754.0498046875,8786.2001953125,362200.0,0.0,0.0
2016-08-31 18:30:00,8793.599609375,8813.25,8759.9501953125,8774.650390625,238900.0,0.0,0.0
2016-09-01 18:30:00,8796.349609375,8824.099609375,8768.2001953125,8809.650390625,191500.0,0.0,0.0
2016-09-05 18:30:00,8852.7001953125,8950.849609375,8848.4501953125,8943.0,195600.0,0.0,0.0
2016-09-06 18:30:00,8968.7001953125,8968.7001953125,8913.349609375,8917.9501953125,290100.0,0.0,0.0
2016-09-07 18:30:00,8915.5,8960.349609375,8896.0,8952.5,217200.0,0.0,0.0
2016-09-08 18:30:00,8934.2998046875,8939.150390625,8858.7001953125,8866.7001953125,175900.0,0.0,0.0
2016-09-11 18:30:00,8732.9501953125,8746.9501953125,8699.400390625,8715.599609375,184500.0,0.0,0.0
2016-09-13 18:30:00,8710.650390625,8739.849609375,8688.900390625,8726.599609375,184300.0,0.0,0.0
2016-09-14 18:30:00,8743.849609375,8751.9501953125,8704.349609375,8742.5498046875,145400.0,0.0,0.0
2016-09-15 18:30:00,8780.849609375,8847.650390625,8750.5,8779.849609375,265800.0,0.0,0.0
2016-09-18 18:30:00,8788.4501953125,8824.2998046875,8774.2001953125,8808.400390625,131700.0,0.0,0.0
2016-09-19 18:30:00,8816.099609375,8816.4501953125,8759.2998046875,8775.900390625,136500.0,0.0,0.0
2016-09-20 18:30:00,8790.2998046875,8826.849609375,8757.2998046875,8777.150390625,148800.0,0.0,0.0
2016-09-21 18:30:00,8873.349609375,8893.349609375,8837.7998046875,8867.4501953125,172800.0,0.0,0.0
2016-09-22 18:30:00,8880.75,8885.2001953125,8820.2998046875,8831.5498046875,185900.0,0.0,0.0
2016-09-25 18:30:00,8807.900390625,8809.5498046875,8715.099609375,8723.0498046875,164000.0,0.0,0.0
2016-09-26 18:30:00,8748.900390625,8768.5,8690.5,8706.400390625,151400.0,0.0,0.0
2016-09-27 18:30:00,8711.2001953125,8767.0498046875,8703.150390625,8745.150390625,165500.0,0.0,0.0
2016-09-28 18:30:00,8792.7001953125,8800.650390625,8558.25,8591.25,372900.0,0.0,0.0
2016-09-29 18:30:00,8581.5,8637.150390625,8555.2001953125,8611.150390625,181700.0,0.0,0.0
2016-10-02 18:30:00,8666.150390625,8745.2001953125,8635.0,8738.099609375,137300.0,0.0,0.0
2016-10-03 18:30:00,8770.0,8783.650390625,8736.099609375,8769.150390625,184300.0,0.0,0.0
2016-10-04 18:30:00,8806.349609375,8806.9501953125,8731.400390625,8743.9501953125,157200.0,0.0,0.0
2016-10-05 18:30:00,8768.7001953125,8781.150390625,8684.650390625,8709.5498046875,163600.0,0.0,0.0
2016-10-06 18:30:00,8721.7001953125,8723.7001953125,8663.7998046875,8697.599609375,150400.0,0.0,0.0
2016-10-09 18:30:00,8735.349609375,8745.7998046875,8703.9501953125,8708.7998046875,108400.0,0.0,0.0
2016-10-12 18:30:00,8671.5,8681.5498046875,8541.349609375,8573.349609375,212300.0,0.0,0.0
2016-10-13 18:30:00,8594.0,8604.4501953125,8549.7998046875,8583.400390625,162800.0,0.0,0.0
2016-10-16 18:30:00,8612.9501953125,8615.400390625,8506.150390625,8520.400390625,197400.0,0.0,0.0
2016-10-17 18:30:00,8556.0498046875,8685.099609375,8555.900390625,8677.900390625,216600.0,0.0,0.0
2016-10-18 18:30:00,8697.5,8698.75,8636.7001953125,8659.099609375,172100.0,0.0,0.0
2016-10-19 18:30:00,8693.349609375,8727.0,8678.2998046875,8699.400390625,161000.0,0.0,0.0
2016-10-20 18:30:00,8708.599609375,8709.099609375,8652.0498046875,8693.0498046875,157300.0,0.0,0.0
2016-10-23 18:30:00,8709.849609375,8736.9501953125,8684.150390625,8708.9501953125,157100.0,0.0,0.0
2016-10-24 18:30:00,8721.7001953125,8722.650390625,8663.4501953125,8691.2998046875,189800.0,0.0,0.0
2016-10-25 18:30:00,8657.2998046875,8657.2998046875,8596.599609375,8615.25,219300.0,0.0,0.0
2016-10-26 18:30:00,8607.099609375,8624.849609375,8550.25,8615.25,242800.0,0.0,0.0
2016-10-27 18:30:00,8625.0,8653.75,8581.75,8638.0,175500.0,0.0,0.0
2016-10-31 18:30:00,8653.150390625,8669.599609375,8614.5,8626.25,165000.0,0.0,0.0
2016-11-01 18:30:00,8542.7998046875,8549.5,8504.849609375,8514.0,155300.0,0.0,0.0
2016-11-02 18:30:00,8499.849609375,8537.650390625,8476.150390625,8484.9501953125,170500.0,0.0,0.0
2016-11-03 18:30:00,8503.599609375,8504.0,8400.25,8433.75,224800.0,0.0,0.0
2016-11-06 18:30:00,8535.75,8535.849609375,8481.4501953125,8497.0498046875,172800.0,0.0,0.0
2016-11-07 18:30:00,8540.0,8559.400390625,8480.099609375,8543.5498046875,195700.0,0.0,0.0
2016-11-08 18:30:00,8067.5,8476.2001953125,8002.25,8432.0,314300.0,0.0,0.0
2016-11-09 18:30:00,8555.599609375,8598.4501953125,8510.7001953125,8525.75,263100.0,0.0,0.0
2016-11-10 18:30:00,8456.650390625,8460.599609375,8284.9501953125,8296.2998046875,266900.0,0.0,0.0
2016-11-14 18:30:00,8284.849609375,8288.5498046875,8093.2001953125,8108.4501953125,359200.0,0.0,0.0
2016-11-15 18:30:00,8205.650390625,8210.0498046875,8089.39990234375,8111.60009765625,269500.0,0.0,0.0
2016-11-16 18:30:00,8105.10009765625,8151.25,8060.2998046875,8079.9501953125,191300.0,0.0,0.0
2016-11-17 18:30:00,8097.5498046875,8128.9501953125,8048.2998046875,8074.10009765625,161200.0,0.0,0.0
2016-11-20 18:30:00,8102.10009765625,8102.4501953125,7916.39990234375,7929.10009765625,218800.0,0.0,0.0
2016-11-21 18:30:00,7989.14990234375,8019.0498046875,7938.14990234375,8002.2998046875,210200.0,0.0,0.0
2016-11-22 18:30:00,8051.2001953125,8055.2001953125,7973.10009765625,8033.2998046875,181000.0,0.0,0.0
2016-11-23 18:30:00,8011.7998046875,8024.85009765625,7952.5498046875,7965.5,260500.0,0.0,0.0
2016-11-24 18:30:00,8007.9501953125,8122.25,7976.75,8114.2998046875,177900.0,0.0,0.0
2016-11-27 18:30:00,8080.64990234375,8146.5,8066.5,8126.89990234375,189700.0,0.0,0.0
2016-11-28 18:30:00,8131.5498046875,8197.349609375,8128.7001953125,8142.14990234375,189700.0,0.0,0.0
2016-11-29 18:30:00,8172.14990234375,8234.25,8139.25,8224.5,248000.0,0.0,0.0
2016-11-30 18:30:00,8244.0,8250.7998046875,8185.0498046875,8192.900390625,157700.0,0.0,0.0
2016-12-01 18:30:00,8153.5498046875,8159.2998046875,8070.0498046875,8086.7998046875,171500.0,0.0,0.0
2016-12-04 18:30:00,8088.75,8141.89990234375,8056.85009765625,8128.75,126500.0,0.0,0.0
2016-12-05 18:30:00,8153.14990234375,8178.7001953125,8130.85009765625,8143.14990234375,115300.0,0.0,0.0
2016-12-06 18:30:00,8168.39990234375,8190.4501953125,8077.5,8102.0498046875,169800.0,0.0,0.0
2016-12-07 18:30:00,8152.10009765625,8256.25,8151.75,8246.849609375,142500.0,0.0,0.0
2016-12-08 18:30:00,8271.7001953125,8274.9501953125,8241.9501953125,8261.75,149700.0,0.0,0.0
2016-12-11 18:30:00,8230.650390625,8230.650390625,8154.4501953125,8170.7998046875,108100.0,0.0,0.0
2016-12-12 18:30:00,8196.150390625,8228.849609375,8155.7998046875,8221.7998046875,184000.0,0.0,0.0
2016-12-13 18:30:00,8229.349609375,8229.400390625,8165.10009765625,8182.4501953125,144600.0,0.0,0.0
2016-12-14 18:30:00,8128.39990234375,8225.900390625,8121.9501953125,8153.60009765625,181800.0,0.0,0.0
2016-12-15 18:30:00,8178.2001953125,8178.7001953125,8127.4501953125,8139.4501953125,203000.0,0.0,0.0
2016-12-18 18:30:00,8126.0,8132.5,8094.85009765625,8104.35009765625,107400.0,0.0,0.0
2016-12-19 18:30:00,8110.60009765625,8124.10009765625,8062.75,8082.39990234375,128000.0,0.0,0.0
2016-12-20 18:30:00,8105.85009765625,8112.5498046875,8053.25,8061.2998046875,123700.0,0.0,0.0
2016-12-21 18:30:00,8043.85009765625,8046.4501953125,7964.9501953125,7979.10009765625,122600.0,0.0,0.0
2016-12-22 18:30:00,7972.5,8022.60009765625,7942.0498046875,7985.75,124100.0,0.0,0.0
2016-12-25 18:30:00,7965.10009765625,7970.0498046875,7893.7998046875,7908.25,106900.0,0.0,0.0
2016-12-26 18:30:00,7915.0498046875,8044.64990234375,7903.7001953125,8032.85009765625,118800.0,0.0,0.0
2016-12-27 18:30:00,8047.5498046875,8100.5498046875,8028.39990234375,8034.85009765625,126700.0,0.0,0.0
2016-12-28 18:30:00,8030.60009765625,8111.10009765625,8020.7998046875,8103.60009765625,178500.0,0.0,0.0
2016-12-29 18:30:00,8119.64990234375,8197.0,8114.75,8185.7998046875,127600.0,0.0,0.0
2017-01-01 18:30:00,8210.099609375,8212.0,8133.7998046875,8179.5,118300.0,0.0,0.0
2017-01-02 18:30:00,8196.0498046875,8219.099609375,8148.60009765625,8192.25,127300.0,0.0,0.0
2017-01-03 18:30:00,8202.650390625,8218.5,8180.89990234375,8190.5,132400.0,0.0,0.0
2017-01-04 18:30:00,8226.650390625,8282.650390625,8223.7001953125,8273.7998046875,159100.0,0.0,0.0
2017-01-05 18:30:00,8281.849609375,8306.849609375,8233.25,8243.7998046875,139400.0,0.0,0.0
2017-01-08 18:30:00,8259.349609375,8263.0,8227.75,8236.0498046875,99100.0,0.0,0.0
2017-01-09 18:30:00,8262.7001953125,8293.7998046875,8261.0,8288.599609375,142900.0,0.0,0.0
2017-01-10 18:30:00,8327.7998046875,8389.0,8322.25,8380.650390625,186500.0,0.0,0.0
2017-01-11 18:30:00,8391.0498046875,8417.2001953125,8382.2998046875,8407.2001953125,172600.0,0.0,0.0
2017-01-12 18:30:00,8457.650390625,8461.0498046875,8373.150390625,8400.349609375,185300.0,0.0,0.0
2017-01-15 18:30:00,8390.9501953125,8426.7001953125,8374.400390625,8412.7998046875,124100.0,0.0,0.0
2017-01-16 18:30:00,8415.0498046875,8440.900390625,8378.2998046875,8398.0,122000.0,0.0,0.0
2017-01-17 18:30:00,8403.849609375,8460.2998046875,8397.400390625,8417.0,163800.0,0.0,0.0
2017-01-18 18:30:00,8418.400390625,8445.150390625,8404.0498046875,8435.099609375,165900.0,0.0,0.0
2017-01-19 18:30:00,8404.349609375,8423.650390625,8340.9501953125,8349.349609375,202600.0,0.0,0.0
2017-01-22 18:30:00,8329.599609375,8404.150390625,8327.2001953125,8391.5,195000.0,0.0,0.0
2017-01-23 18:30:00,8407.0498046875,8480.9501953125,8398.150390625,8475.7998046875,179200.0,0.0,0.0
2017-01-24 18:30:00,8499.4501953125,8612.599609375,8493.9501953125,8602.75,292500.0,0.0,0.0
2017-01-26 18:30:00,8610.5,8672.7001953125,8606.900390625,8641.25,275400.0,0.0,0.0
2017-01-29 18:30:00,8635.5498046875,8662.599609375,8617.75,8632.75,304700.0,0.0,0.0
2017-01-30 18:30:00,8629.4501953125,8631.75,8552.400390625,8561.2998046875,521000.0,0.0,0.0
2017-01-31 18:30:00,8570.349609375,8722.400390625,8537.5,8716.400390625,327700.0,0.0,0.0
2017-02-01 18:30:00,8724.75,8757.599609375,8685.7998046875,8734.25,283500.0,0.0,0.0
2017-02-02 18:30:00,8735.150390625,8748.25,8707.75,8740.9501953125,191000.0,0.0,0.0
2017-02-05 18:30:00,8785.4501953125,8814.099609375,8770.2001953125,8801.0498046875,194400.0,0.0,0.0
2017-02-06 18:30:00,8805.7001953125,8809.2998046875,8741.0498046875,8768.2998046875,226300.0,0.0,0.0
2017-02-07 18:30:00,8774.5498046875,8791.25,8715.0,8769.0498046875,218700.0,0.0,0.0
2017-02-08 18:30:00,8795.5498046875,8821.400390625,8724.099609375,8778.400390625,187500.0,0.0,0.0
2017-02-09 18:30:00,8812.349609375,8822.099609375,8771.2001953125,8793.5498046875,225900.0,0.0,0.0
2017-02-12 18:30:00,8819.7998046875,8826.900390625,8754.2001953125,8805.0498046875,204900.0,0.0,0.0
2017-02-13 18:30:00,8819.900390625,8820.4501953125,8772.5,8792.2998046875,188300.0,0.0,0.0
2017-02-14 18:30:00,8778.9501953125,8807.900390625,8712.849609375,8724.7001953125,216100.0,0.0,0.0
2017-02-15 18:30:00,8739.0,8783.9501953125,8719.599609375,8778.0,184600.0,0.0,0.0
2017-02-16 18:30:00,8883.7001953125,8896.4501953125,8804.25,8821.7001953125,298300.0,0.0,0.0
2017-02-19 18:30:00,8818.5498046875,8886.25,8809.7998046875,8879.2001953125,167800.0,0.0,0.0
2017-02-20 18:30:00,8890.75,8920.7998046875,8860.9501953125,8907.849609375,175700.0,0.0,0.0
2017-02-21 18:30:00,8931.599609375,8960.75,8905.25,8926.900390625,247100.0,0.0,0.0
2017-02-22 18:30:00,8956.400390625,8982.150390625,8927.5498046875,8939.5,377200.0,0.0,0.0
2017-02-26 18:30:00,8943.7001953125,8951.7998046875,8888.650390625,8896.7001953125,189900.0,0.0,0.0
2017-02-27 18:30:00,8898.9501953125,8914.75,8867.599609375,8879.599609375,293600.0,0.0,0.0
2017-02-28 18:30:00,8904.400390625,8960.7998046875,8898.599609375,8945.7998046875,205900.0,0.0,0.0
2017-03-01 18:30:00,8982.849609375,8992.5,8879.7998046875,8899.75,218800.0,0.0,0.0
2017-03-02 18:30:00,8883.5,8907.099609375,8860.099609375,8897.5498046875,202600.0,0.0,0.0
2017-03-05 18:30:00,8915.099609375,8967.7998046875,8914.0,8963.4501953125,174800.0,0.0,0.0
2017-03-06 18:30:00,8977.75,8977.849609375,8932.7998046875,8946.900390625,173400.0,0.0,0.0
2017-03-07 18:30:00,8950.7001953125,8957.0498046875,8891.9501953125,8924.2998046875,177800.0,0.0,0.0
2017-03-08 18:30:00,8914.5,8945.7998046875,8899.5,8927.0,171500.0,0.0,0.0
2017-03-09 18:30:00,8953.7001953125,8975.7001953125,8903.9501953125,8934.5498046875,152700.0,0.0,0.0
2017-03-13 18:30:00,9091.650390625,9122.75,9060.5,9087.0,270300.0,0.0,0.0
2017-03-14 18:30:00,9086.849609375,9106.5498046875,9075.5,9084.7998046875,240600.0,0.0,0.0
2017-03-15 18:30:00,9129.650390625,9158.4501953125,9128.5498046875,9153.7001953125,208600.0,0.0,0.0
2017-03-16 18:30:00,9207.7998046875,9218.400390625,9147.599609375,9160.0498046875,286700.0,0.0,0.0
2017-03-19 18:30:00,9166.9501953125,9167.599609375,9116.2998046875,9126.849609375,332100.0,0.0,0.0
2017-03-20 18:30:00,9133.9501953125,9147.75,9087.2001953125,9121.5,247700.0,0.0,0.0
2017-03-21 18:30:00,9047.2001953125,9072.900390625,9019.2998046875,9030.4501953125,232300.0,0.0,0.0
2017-03-22 18:30:00,9048.75,9099.0498046875,9048.599609375,9086.2998046875,191800.0,0.0,0.0
2017-03-23 18:30:00,9104.0,9133.5498046875,9089.400390625,9108.0,203700.0,0.0,0.0
2017-03-26 18:30:00,9093.4501953125,9094.849609375,9024.650390625,9045.2001953125,202700.0,0.0,0.0
2017-03-27 18:30:00,9081.5,9110.400390625,9079.7998046875,9100.7998046875,183300.0,0.0,0.0
2017-03-28 18:30:00,9128.7001953125,9153.150390625,9109.099609375,9143.7998046875,243400.0,0.0,0.0
2017-03-29 18:30:00,9142.599609375,9183.150390625,9136.349609375,9173.75,323400.0,0.0,0.0
2017-03-30 18:30:00,9158.900390625,9191.7001953125,9152.099609375,9173.75,190900.0,0.0,0.0
2017-04-02 18:30:00,9220.599609375,9245.349609375,9192.400390625,9237.849609375,139100.0,0.0,0.0
2017-04-04 18:30:00,9264.400390625,9273.900390625,9215.400390625,9265.150390625,184800.0,0.0,0.0
2017-04-05 18:30:00,9245.7998046875,9267.9501953125,9218.849609375,9261.9501953125,186100.0,0.0,0.0
2017-04-06 18:30:00,9223.7001953125,9250.5,9188.099609375,9198.2998046875,190000.0,0.0,0.0
2017-04-09 18:30:00,9225.599609375,9225.650390625,9174.849609375,9181.4501953125,135800.0,0.0,0.0
2017-04-10 18:30:00,9184.5498046875,9242.7001953125,9172.849609375,9237.0,200100.0,0.0,0.0
2017-04-11 18:30:00,9242.5,9246.400390625,9161.7998046875,9203.4501953125,161800.0,0.0,0.0
2017-04-12 18:30:00,9202.5,9202.650390625,9144.9501953125,9150.7998046875,166500.0,0.0,0.0
2017-04-16 18:30:00,9144.75,9160.0,9120.25,9139.2998046875,0.0,0.0,0.0
2017-04-17 18:30:00,9163.0,9217.900390625,9095.4501953125,9105.150390625,174200.0,0.0,0.0
2017-04-18 18:30:00,9112.2001953125,9120.5,9075.150390625,9103.5,173700.0,0.0,0.0
2017-04-19 18:30:00,9108.099609375,9143.900390625,9102.650390625,9136.400390625,170300.0,0.0,0.0
2017-04-20 18:30:00,9179.099609375,9183.650390625,9088.75,9119.400390625,155200.0,0.0,0.0
2017-04-23 18:30:00,9135.349609375,9225.400390625,9130.5498046875,9217.9501953125,167700.0,0.0,0.0
2017-04-24 18:30:00,9273.0498046875,9309.2001953125,9250.349609375,9306.599609375,168700.0,0.0,0.0
2017-04-25 18:30:00,9336.2001953125,9367.0,9301.349609375,9351.849609375,185700.0,0.0,0.0
